Hub_ID,Chokepoint_Bridge_Score,Incoming_Lanes_Count,Outgoing_Lanes_Count
IND416606AAA,0.0,1,1
IND421301AAA,0.0,1,1
IND421302AAF,0.0,1,1
IND400078AAB,0.0,1,0
IND421401AAC,0.0004053738488258389,1,1
IND422011AAD,0.004833836858006042,2,4
IND444005AAB,0.004433571230497541,3,3
IND421302AAN,0.0,0,1
IND421004AAA,0.0,1,0
IND421601AAB,0.0004031846111184086,1,1
IND421502AAA,0.0,0,1
IND422103AAC,0.0004053738488258389,1,2
IND422605AAA,7.297459024767576e-07,1,2
IND423105AAA,4.013602463622167e-06,2,2
IND423106AAA,0.0,2,1
IND423301AAB,0.0,1,0
IND424006AAA,0.003275829356218165,6,9
IND424101AAA,3.648729512383788e-06,1,1
IND424304AAC,0.0,3,2
IND425401AAA,5.473094268575682e-06,1,1
IND425405AAA,0.0,2,2
IND425412AAA,0.0004137659267043216,4,4
IND452001AAC,1.20408073908665e-05,2,2
IND431103AAA,0.0,1,0
IND424201AAA,0.0008191397755301605,1,1
IND425109AAA,0.00041230643489936807,1,1
IND425201AAA,0.0,1,1
IND425508AAB,4.7433483660989244e-06,2,1
IND425409AAA,0.0008184100296276837,3,4
IND425406AAA,1.0946188537151365e-06,2,3
IND450331AAA,1.0946188537151365e-06,1,1
IND431001AAB,0.0,0,1
IND431112AAB,0.0,2,1
IND431122AAA,0.0012150269276238015,1,1
IND431127AAA,0.0012128376899163712,1,1
IND431131AAB,0.0,0,1
IND431001AAA,0.0,1,0
IND431203AAA,0.0,1,2
IND431514AAA,0.003215990192215071,1,1
IND431515AAA,0.0032138009545076406,1,1
IND431517AAB,0.0032116117168002104,1,1
IND431401AAA,0.0,1,0
IND431708AAA,0.003218179429922501,1,1
IND441206AAB,0.0,0,2
IND441603AAA,0.0,2,1
IND442605AAA,0.0,2,1
IND441614AAA,0.0,0,1
IND481001AAA,0.0,1,0
IND441904AAB,0.0,0,1
IND441912AAA,3.648729512383788e-07,1,1
IND441107AAB,0.0,1,0
IND442001AAA,0.0,0,1
IND442101AAB,3.648729512383788e-07,1,1
IND445001AAB,0.0,1,0
IND443201AAA,0.0004031846111184086,1,1
IND443301AAA,0.0004053738488258389,1,1
IND444602AAA,0.0,0,1
IND445101AAA,0.0,0,1
IND440014AAA,0.0,1,0
IND451666AAA,0.0,0,2
IND454001AAA,0.0,0,1
IND457001AAA,0.0004042792299721237,1,2
IND457226AAA,0.0,1,1
IND458990AAA,0.0004031846111184086,1,1
IND460001AAA,0.0008136666812615848,1,1
IND480334AAA,0.00040719821358203075,1,1
IND461001AAA,0.0016244143789132626,1,1
IND461111AAA,0.001219405403038662,1,1
IND462001AAA,0.00040354948406964695,2,1
IND462011AAA,0.0,1,1
IND462021AAA,0.0,0,1
IND462042AAA,0.0,1,1
IND465669AAB,0.001619306157595925,1,1
IND466001AAA,0.0004053738488258389,1,1
IND842003AAB,0.01204773997694003,5,8
IND464001AAA,0.0,0,1
IND464221AAA,0.00040573872177707723,1,1
IND470004AAA,0.0008107476976516778,1,4
IND464668AAA,0.006771677102033072,1,1
IND465001AAA,0.0016149276821810646,1,3
IND465333A1B,0.0004053738488258389,1,2
IND465333AAA,0.0,2,1
IND465683AAA,0.0016171169198884948,1,1
IND466116AAA,0.0004031846111184086,1,1
IND470113AAA,1.824364756191894e-06,2,2
IND470117AAA,0.0,2,1
IND473443AAA,0.0,1,1
IND470227AAB,0.0,2,0
IND471001AAA,0.0012066348497453186,2,1
IND473001AAA,3.648729512383788e-07,1,1
IND473331AAA,0.0004042792299721237,1,1
IND473226AAA,0.000808193586993009,1,2
IND473551AAA,0.0,1,0
IND475661AAB,0.0,1,0
IND476001AAA,0.0,1,1
IND476111AAA,0.0012132025628676095,2,2
IND477001AAA,0.0008052746033831021,1,1
IND477001AAB,0.0,1,1
IND480001AAA,0.0,2,2
IND480661AAA,0.0008074638410905323,3,2
IND481661AAA,0.0012080943415502723,2,1
IND480106AAA,0.0,1,0
IND480886AAA,0.00040500897587460047,1,2
IND482002AAA,0.0,1,1
IND483225AAA,0.0,1,1
IND483501AAA,0.000808193586993009,2,1
IND483770AAA,0.0008060043492855788,1,1
IND484001AAA,0.0016149276821810646,2,2
IND484224AAA,0.0,1,1
IND484446AAA,0.0016105492067662042,2,1
IND484551AAA,0.0,1,1
IND484661AAE,0.001619306157595925,1,2
IND485771AAA,0.0,1,2
IND486001AAA,0.0,2,1
IND486771AAA,0.0012124728169651327,3,1
IND488001AAA,0.0,1,1
IND486661AAA,0.0012102835792577025,1,1
IND486889AAA,2.9189836099070305e-06,1,2
IND487001AAA,0.006372506093378286,1,1
IND487551AAA,0.006773866339740503,2,1
IND487001AAB,0.0,1,1
IND491001AAA,0.0,0,1
IND494334AAB,7.297459024767576e-07,1,1
IND492001AAB,0.0,0,1
IND492007AAA,0.0,1,0
IND493118AAC,0.0,0,1
IND495334AAB,3.648729512383788e-07,1,1
IND493445AAB,7.297459024767576e-07,1,1
IND490023AAA,0.0,1,0
IND495004AAA,0.0,0,1
IND495671AAA,0.0,1,0
IND491995AAB,0.0,1,0
IND495677AAA,0.0,0,1
IND496001AAA,0.0,1,0
IND500008AAC,0.00040573872177707723,1,2
IND500084AAB,0.0,1,0
IND500008AAD,0.0,0,1
IND500008AAF,0.0,0,1
IND500039AAC,0.004838215333420903,5,4
IND500010AAA,0.0020184771662507114,3,3
IND500055AAA,0.0,1,2
IND501401AAC,0.00040354948406964695,3,1
IND500010AAB,0.0,1,1
IND500018AAA,0.0,0,1
IND500080AAB,0.00040354948406964695,2,1
IND500032AAA,0.0,0,1
IND502295AAA,0.00040391435702088536,1,1
IND500035AAA,0.0,1,1
IND500039AAB,0.0,0,1
IND501301AAC,0.00040391435702088536,1,1
IND500035AAD,0.0,1,0
IND508116AAA,0.0008103828247004393,1,2
IND500039AAD,0.0,1,1
IND500050AAA,0.0008070989681392939,2,2
IND501218AAC,0.0,2,0
IND500055AAC,0.0,0,1
IND501101AAB,0.0008070989681392939,1,2
IND509216AAC,0.0,2,1
IND501141AAA,0.0008092882058467242,1,1
IND503111AAC,0.004031846111184086,3,3
IND505001AAB,0.011636528160894378,11,8
IND506002AAA,0.006851949151305515,3,3
IND508252AAB,0.0008694922428010567,1,1
IND509001AAA,0.0008103828247004393,1,1
IND509358AAA,0.0012150269276238015,1,2
IND515004AAA,0.01293000277303443,6,6
IND518002AAA,0.010051155187763621,10,8
IND523002AAA,0.006019309076579535,4,5
IND533106AAA,0.006378708933549338,8,8
IND585104AAA,0.006446940175430915,5,5
IND501359AAG,0.0,0,1
IND502110AAA,0.0016127384444736344,1,1
IND502313AAA,0.0016105492067662042,1,1
IND502220AAC,0.004007764496402353,1,1
IND502286AAB,0.0040099537341097835,1,1
IND503185AAA,0.001619306157595925,1,1
IND503122AAA,0.0016149276821810646,1,1
IND503187AAA,0.0016171169198884948,1,1
IND504201AAA,3.648729512383788e-07,1,2
IND505184AAC,3.648729512383788e-07,2,2
IND504208AAB,1.0946188537151365e-06,3,2
IND504251AAA,0.0008103828247004393,2,2
IND504215AAA,0.0,1,2
IND505326AAB,0.0016120086985711576,2,3
IND504293AAA,0.0,2,2
IND504296AAA,0.0004028197381671702,1,3
IND505001AAA,0.0,0,2
IND505302AAB,0.0024231212691740735,2,3
IND505327AAA,0.0004031846111184086,4,1
IND505172AAA,0.0,1,0
IND505209AAA,0.0004053738488258389,2,2
IND505122AAA,0.0008078287140417707,2,1
IND505325AAA,0.0,1,1
IND505326AAA,0.0,0,1
IND505425AAA,0.0028197381671701913,3,2
IND505467AAA,0.0,1,1
IND505503AAA,0.0004068333406307924,1,1
IND506164AAA,0.0,1,0
IND506001AAC,0.0,0,2
IND506132AAA,0.0012150269276238015,1,1
IND506143AAA,0.0036045798852839444,1,1
IND506343AAA,0.0012183107841849468,1,1
IND506167AAB,0.003602390647576514,1,1
IND506169AAB,0.000812936935359108,1,1
IND506314AAA,0.0012084592145015106,1,1
IND507002AAA,0.0035710115737700135,5,7
IND507117AAB,0.00040500897587460047,2,1
IND507159AAA,0.0,2,2
IND507167AAA,0.0,1,0
IND508001AAA,0.0019911116949078334,2,1
IND508206AAA,0.00047433483660989245,3,3
IND508207AAB,0.0016889968912824555,3,3
IND508213AAB,0.0,1,1
IND507111AAA,0.0,0,2
IND507303AAA,0.0008063692222368172,2,1
IND508223AAA,0.0008060043492855788,2,1
IND508277AAB,0.0,1,1
IND508248AAB,0.0012106484522089408,2,1
IND508377AAB,0.0012084592145015106,1,1
IND509203AAA,0.000808193586993009,1,1
IND509103AAB,0.0,2,2
IND509103AAC,0.0,2,1
IND509124AAA,0.0004053738488258389,2,4
IND584101AAA,0.0012172161653312317,2,3
IND509301AAA,0.0008060043492855788,1,2
IND509324AAA,0.0,1,1
IND515401AAB,0.0,1,1
IND515411AAA,0.0012150269276238015,1,1
IND515671AAA,0.0028277653720974356,1,2
IND515801AAA,0.0012128376899163712,2,2
IND515134AAA,0.002422391523271597,3,2
IND515201AAA,0.0008103828247004393,1,2
IND515591AAA,0.0028168191835602845,2,1
IND515301AAA,0.0004053738488258389,1,1
IND561202AAB,0.0004031846111184086,1,1
IND516360AAB,0.0012128376899163712,1,1
IND516269AAA,0.0028146299458528543,1,1
IND515761AAA,0.0012084592145015106,2,1
IND515865AAB,0.0,1,1
IND516001AAA,0.0012106484522089408,1,1
IND516227AAA,0.0012084592145015106,1,1
IND516101AAA,3.283856561145409e-06,1,1
IND516115AAA,3.283856561145409e-06,1,1
IND517501AAB,8.756950829721092e-06,2,2
IND516390AAA,0.002812440708145424,1,1
IND517325AAA,0.0,0,1
IND517408AAA,0.0,1,0
IND517583AAA,3.283856561145409e-06,1,1
IND517644AAA,3.283856561145409e-06,1,1
IND524132AAA,3.283856561145409e-06,1,1
IND518206AAA,0.0004053738488258389,2,2
IND518401AAA,0.0008103828247004393,1,1
IND518501AAA,0.0012150269276238015,1,1
IND518102AAA,0.0008060043492855788,1,1
IND518124AAA,0.0012128376899163712,1,2
IND518222AAA,0.0,1,1
IND518422AAB,0.000808193586993009,1,1
IND520011AAA,0.0,1,1
IND521185AAA,0.0008085584599442474,2,2
IND521001AAA,0.0004031846111184086,2,2
IND521165AAA,0.0,2,1
IND521105AAA,0.0012128376899163712,1,2
IND521333AAA,0.0008052746033831021,2,1
IND534001AAA,0.0,1,2
IND521201AAA,0.0012150269276238015,1,1
IND521301AAA,0.0,1,1
IND522647AAA,0.0012106484522089408,1,1
IND523201AAA,0.0012084592145015106,1,1
IND523105AAA,0.000808193586993009,2,1
IND523226AAA,0.0,1,1
IND523230AAA,0.0,1,1
IND523316AAB,0.0012128376899163712,2,1
IND524201AAA,0.0008060043492855788,1,1
IND524003AAA,0.0,1,1
IND524101AAB,3.283856561145409e-06,1,1
IND530012AAA,0.0180502648977626,10,11
IND530043AAA,0.0004053738488258389,1,2
IND531001AAA,0.0004053738488258389,2,2
IND531036AAA,0.00040354948406964695,2,1
IND531162AAA,0.0,2,0
IND532001AAB,0.00724491731978925,5,4
IND535001AAA,0.0008060043492855788,2,1
IND764001AAC,0.0016174817928397334,2,1
IND764020AAC,0.0,1,1
IND530012AAC,0.0,0,2
IND530018AAA,0.0,0,1
IND530026AAA,0.0,0,1
IND531163AAA,0.0004031846111184086,1,1
IND531116AAA,0.0004031846111184086,1,2
IND532127AAA,0.001619306157595925,1,1
IND532201AAA,0.0012128376899163712,2,2
IND532421AAA,0.0,1,1
IND535591AAA,0.0016171169198884948,1,1
IND532222AAA,0.0,1,2
IND761200AAA,0.0008052746033831021,2,1
IND532440AAA,0.0016105492067662042,1,1
IND533003AAA,0.0004053738488258389,2,2
IND533401AAA,3.648729512383788e-07,1,2
IND533201AAA,0.00040354948406964695,3,2
IND533242AAA,0.0,2,1
IND533262AAA,0.0012106484522089408,2,2
IND533308AAB,3.648729512383788e-07,2,2
IND534260AAC,0.0,1,1
IND535501AAB,0.0016127384444736344,1,2
IND535558AAA,0.0016149276821810646,1,1
IND560002AAA,0.0,3,2
IND560099AAB,0.003445495278544011,11,18
IND560027AAA,0.0,0,1
IND560099AAA,0.0,1,0
IND560043AAC,0.0008089233328954858,4,3
IND560064AAA,0.0,1,0
IND560048AAB,0.0008070989681392939,4,2
IND560058AAB,0.0,3,3
IND560060AAB,0.0,3,2
IND560058AAD,0.0,3,1
IND560064AAD,0.0,0,1
IND560067AAC,0.0,1,1
IND562114AAA,0.00040391435702088536,1,2
IND560077AAA,0.0,1,1
IND560078AAC,0.0,3,2
IND560083AAB,0.0,2,2
IND560085AAA,0.0,3,1
IND000000ACS,0.0,4,0
IND560300AAA,0.006012376490506006,4,12
IND632006AAA,0.003240436679948042,4,5
IND635001AAA,0.00040500897587460047,2,2
IND683511AAB,0.0,1,0
IND560099AAG,0.0,0,1
IND560099AAH,0.0,0,1
IND562125AAA,3.648729512383788e-07,1,1
IND563101AAB,0.0008089233328954858,2,3
IND563130AAA,0.0004017251193134551,2,1
IND563131AAB,0.002014828436738328,3,3
IND560300AAB,6.567713122290818e-06,3,4
IND563116AAA,0.0,2,1
IND563125AAB,0.0008060043492855788,3,2
IND561203AAB,0.0,1,1
IND562101AAA,0.0008143964271640615,2,1
IND561207AAB,0.00040829283243574586,1,2
IND562108AAA,0.0,1,1
IND572101AAA,0.0016266036166206928,3,2
IND562117AAA,0.00040391435702088536,1,1
IND560066AAB,0.0,1,0
IND570020AAA,0.0028580498270502214,4,3
IND573201AAB,0.011922588554665266,4,5
IND577002AAA,0.0032262066348497454,4,3
IND577501AAA,0.0004031846111184086,2,1
IND577598AAC,0.0,1,1
IND583101AAA,0.004034035348891516,3,2
IND562132AAC,0.0,0,1
IND562159AAA,0.0,0,1
IND563131AAA,0.0,1,1
IND571301AAA,0.0020414641621787294,1,1
IND571430AAA,0.00041413079965555994,2,1
IND571602AAA,0.0,1,0
IND571104AAA,0.0012106484522089408,1,2
IND573142AAA,0.002012274326079659,3,1
IND577598AAB,0.0,1,1
IND571105AAA,0.0,0,2
IND571114AAA,5.837967219814061e-06,2,1
IND571213AAA,3.283856561145409e-06,1,2
IND571111AAB,0.001634630821547937,1,1
IND571313AAB,0.0012277974809171447,1,1
IND571124AAA,7.297459024767576e-06,1,1
IND571440AAA,0.0008209641402863523,1,1
IND571401AAA,3.648729512383788e-07,1,1
IND562160AAB,0.0,1,0
IND571426AAA,0.0012128376899163712,2,1
IND571432AAB,0.0012150269276238015,1,1
IND571438AAB,0.0,0,1
IND572201AAB,0.0004017251193134551,2,4
IND573103AAA,0.00040391435702088536,2,2
IND577101AAA,0.0008092882058467242,3,2
IND577116AAA,1.0946188537151365e-06,3,1
IND573116AAA,0.0020232205146168106,1,3
IND573134AAB,0.002015923055592043,2,2
IND574104AAA,0.0004031846111184086,1,1
IND574216AAA,0.0012080943415502723,2,2
IND574117AAA,0.0,1,2
IND576101AAA,0.00042580673409518805,2,1
IND576201AAA,0.0008268021075061664,2,1
IND574202AAA,0.0008103828247004393,1,1
IND574239AAA,0.000808193586993009,1,1
IND574211AAA,0.0016196710305471636,1,2
IND574221AAA,0.0008060043492855788,1,1
IND574227AAA,0.0004053738488258389,1,1
IND575014AAA,4.925784841718114e-05,1,1
IND671323AAD,0.00040610359472831564,1,1
IND581320AAA,0.0013646248376315367,2,2
IND581110AAE,0.000808193586993009,2,2
IND581115AAC,0.0,1,1
IND577132AAD,0.0008060043492855788,1,1
IND577126AAA,0.0004031846111184086,1,1
IND577201AAA,0.002018112293299473,3,2
IND577432AAA,0.0004053738488258389,1,1
IND577401AAA,0.0,1,2
IND577522AAA,0.002409985842929492,1,1
IND577535AAC,0.0024121750806369224,1,1
IND580002AAA,0.0,2,1
IND581402AAA,0.00161821153874221,1,2
IND590016AAA,0.0004053738488258389,2,1
IND591115AAB,0.0008103828247004393,2,2
IND591123AAC,0.0012150269276238015,1,1
IND581119AAB,0.0,1,1
IND581325AAA,0.0008060043492855788,2,1
IND581334AAA,0.000815855918969015,2,3
IND581343AAC,0.0,1,1
IND582101AAB,0.0012084592145015106,2,1
IND582209AAA,0.0,1,1
IND583201AAA,0.002020666403958142,3,3
IND583119AAA,0.0,1,1
IND583227AAA,0.0004053738488258389,1,2
IND583231AAA,0.0,1,1
IND584123AAA,0.0008122071894566313,1,1
IND584128AAA,0.000406468467679554,1,1
IND583121AAA,0.0,1,0
IND585211AAA,0.0004028197381671702,2,2
IND585307AAB,0.00040500897587460047,2,2
IND585314AAA,0.0,2,2
IND585330AAE,0.004014332209524644,1,1
IND586128AAA,0.0008078287140417707,2,2
IND585222AAA,3.648729512383788e-07,2,2
IND586211AAA,7.297459024767576e-07,2,2
IND585401AAA,0.004012142971817213,1,1
IND586101AAA,0.0,1,1
IND586101AAB,0.0016112789526686808,2,1
IND587103AAB,0.0012128376899163712,1,2
IND591302AAB,0.0004031846111184086,1,2
IND591102AAA,0.0004046441029233621,1,1
IND591307AAC,0.0008085584599442474,1,3
IND591126AAA,0.0,0,1
IND591201AAA,0.0020213961498606187,1,2
IND591304AAA,0.0004053738488258389,1,2
IND580030AAA,0.0,1,0
IND600004AAA,0.0,1,1
IND600008AAC,0.0012139323087700864,3,3
IND600008AAA,0.0,0,1
IND600013AAA,0.0,1,0
IND600016AAA,0.0,0,1
IND600119AAA,0.00040354948406964695,2,1
IND600016AAB,0.0,0,1
IND600016AAC,0.0012113781981114176,2,2
IND600032AAB,7.662331976005956e-06,3,4
IND600044AAD,0.003630485864821869,5,5
IND600076AAB,0.0,2,2
IND600048AAA,0.0008063692222368172,2,1
IND603001AAA,0.0004053738488258389,1,1
IND603203AAA,0.00040354948406964695,2,2
IND600044AAE,0.0,1,1
IND600056AAA,0.00040610359472831564,1,1
IND602105AAB,0.0,1,0
IND600110AAA,0.00040573872177707723,1,2
IND600116AAB,0.002828130245048674,4,3
IND605010AAB,0.007241268590276866,2,3
IND605601AAA,0.0048367558416159495,3,3
IND631501AAA,0.0004053738488258389,1,2
IND635802AAB,0.0016160223010347797,4,2
IND600073AAA,0.0,0,1
IND600083AAA,0.0,0,1
IND600056AAD,0.0,1,0
IND602024AAA,0.0004053738488258389,1,2
IND602001AAA,0.0,1,1
IND602001AAB,0.0,0,1
IND609001AAA,7.297459024767576e-07,1,1
IND603301AAA,0.0004031846111184086,1,1
IND603102AAA,0.0004031846111184086,1,1
IND604303AAA,0.0004053738488258389,1,1
IND607001AAA,0.002828859990951151,1,1
IND607106AAA,0.001619306157595925,1,1
IND636102AAA,0.0,1,1
IND606003AAA,0.0016149276821810646,1,1
IND606105AAA,0.0016127384444736344,1,1
IND606201AAC,0.0016105492067662042,1,1
IND606801AAB,0.0008060043492855788,1,1
IND606803AAA,0.000808193586993009,1,1
IND608001AAA,0.0028266707532437207,1,1
IND607801AAA,0.0016171169198884948,1,1
IND609110AAA,0.0028244815155362905,1,1
IND608301AAA,3.648729512383788e-06,1,1
IND639104AAB,2.189237707430273e-06,1,1
IND614018AAA,7.297459024767576e-07,1,1
IND609602AAA,0.0028222922778288603,1,1
IND611001AAA,0.0028201030401214296,1,1
IND610001AAA,0.003624647897602055,2,2
IND614715AAA,0.0004053738488258389,1,1
IND613104AAA,0.0,1,0
IND614602AAA,0.0,0,1
IND614804AAA,1.4594918049535152e-06,1,1
IND614616AAA,2.189237707430273e-06,1,1
IND630002AAA,2.189237707430273e-06,1,1
IND614620AAA,9.851569683436227e-06,1,1
IND630561AAA,1.4230045098296773e-05,1,2
IND614809AAA,0.0004031846111184086,1,1
IND620020AAA,0.0,0,1
IND621112AAA,3.648729512383788e-07,1,1
IND621010AAA,2.189237707430273e-06,1,1
IND621212AAA,4.013602463622167e-06,2,1
IND620012AAA,0.0,2,0
IND621211AAA,0.0,0,1
IND621704AAA,4.378475414860546e-06,1,1
IND621306AAA,0.0,0,1
IND625106AAA,2.5541106586686518e-06,1,1
IND621802AAA,4.7433483660989244e-06,1,2
IND622407AAA,1.4594918049535152e-06,1,1
IND622001AAA,0.0,1,0
IND623315AAB,5.473094268575682e-06,1,1
IND623407AAA,1.0946188537151365e-06,1,1
IND623503AAA,1.824364756191894e-05,1,1
IND623526AAA,1.9703139366872454e-05,1,1
IND623704AAA,2.0432885269349214e-05,1,1
IND623701AAA,1.6054409854488668e-05,1,1
IND626607AAB,2.0432885269349214e-05,1,1
IND624001AAA,2.0432885269349214e-05,2,3
IND624619AAA,1.824364756191894e-05,2,1
IND624703AAA,1.20408073908665e-05,2,1
IND625008AAA,5.290657792956493e-05,5,3
IND624101AAA,4.7433483660989244e-06,1,1
IND624202AAA,6.9325860735291975e-06,1,1
IND625218AAA,9.12182378095947e-06,1,1
IND624601AAA,2.0432885269349214e-05,1,2
IND625516AAA,2.189237707430273e-06,2,1
IND626123AAA,2.736547134287841e-05,1,1
IND685514AAA,5.473094268575682e-06,3,1
IND625531AAA,3.648729512383788e-07,1,1
IND625532AAA,0.0,0,2
IND626117AAA,1.20408073908665e-05,1,1
IND626138AAA,4.378475414860546e-06,1,1
IND627756AAA,1.9703139366872454e-05,1,1
IND627005AAA,1.5689536903250288e-05,3,4
IND627117AAA,0.0,1,1
IND627811AAA,2.189237707430273e-06,1,1
IND628801AAA,5.473094268575682e-06,1,1
IND629001AAA,0.0,2,0
IND627401AAA,2.5541106586686518e-06,1,1
IND627657AAA,6.20284017105244e-06,1,1
IND628613AAA,6.567713122290818e-06,1,1
IND628204AAA,5.837967219814061e-06,1,1
IND629179AAA,0.0,0,1
IND631003AAA,0.0004031846111184086,1,1
IND631102AAA,0.0004031846111184086,1,1
IND632301AAA,0.0008103828247004393,1,2
IND632402AAA,0.0004053738488258389,1,1
IND636705AAB,0.00040354948406964695,2,2
IND635207AAA,0.0,1,1
IND635601AAB,0.0004053738488258389,1,2
IND636005AAA,0.0,0,2
IND636005AAC,0.0,1,0
IND636016AAA,7.297459024767576e-07,1,2
IND636402AAA,0.0,2,0
IND637211AAA,0.0,1,1
IND636352AAA,0.0,0,1
IND637301AAA,0.0,0,1
IND638001AAA,3.648729512383788e-07,1,1
IND637408AAA,0.0,0,1
IND637001AAA,0.0,1,0
IND638052AAA,0.0,1,0
IND638401AAA,1.20408073908665e-05,1,1
IND638452AAA,1.1675934439628122e-05,1,1
IND638501AAB,1.1311061488389744e-05,1,1
IND641062AAD,9.340747551702498e-05,7,8
IND638657AAA,1.6784155756965425e-05,1,1
IND638701AAA,1.6419282805727048e-05,1,1
IND641607AAA,4.159551644117518e-05,2,3
IND639001AAA,0.0,0,1
IND641001AAA,5.473094268575682e-06,2,1
IND641006AAD,0.0,0,1
IND641008AAA,6.20284017105244e-06,1,2
IND641011AAA,0.0,1,1
IND642001AAA,5.837967219814061e-06,2,2
IND642126AAA,0.0,2,1
IND643217AAA,1.7149028708203805e-05,2,1
IND643231AAA,0.0,1,1
IND641654AAA,0.0,1,1
IND641664AAA,1.7149028708203805e-05,2,1
IND643001AAA,1.6784155756965425e-05,1,1
IND643212AAA,1.6419282805727048e-05,1,1
IND670643AAA,0.0016255089977669777,1,1
IND670645AAB,0.0004042792299721237,2,1
IND673592AAA,0.0012128376899163712,2,3
IND671315AAA,0.0,0,1
IND000000ACO,0.0,1,0
IND673104AAA,0.0008154910460177766,3,1
IND673305AAA,0.0,2,1
IND673506AAA,0.001220500021892377,1,1
IND673121AAA,0.0,1,1
IND673573AAA,0.0,0,1
IND676306AAA,1.0216442634674607e-05,1,1
IND676509AAA,8.756950829721092e-06,1,2
IND678583AAA,0.0,1,0
IND679322AAA,3.283856561145409e-06,1,1
IND678683AAA,0.0004053738488258389,1,1
IND679303AAA,0.0012128376899163712,1,1
IND679531AAA,0.0012106484522089408,1,1
IND673639AAA,0.0,2,0
IND679329AAA,0.0,0,1
IND680587AAA,0.0012084592145015106,1,2
IND680012AAA,0.0012150269276238015,1,1
IND68004AAA,0.0008103828247004393,2,2
IND680104AAA,0.00040610359472831564,1,1
IND679576AAA,0.0,1,0
IND680307AAA,0.0004042792299721237,1,2
IND680712AAA,0.0,1,1
IND686028AAB,0.0024482975028095218,3,2
IND683572AAA,0.0,0,1
IND686632AAA,0.0004090225783382226,1,1
IND689101AAA,0.0012237838784535226,1,2
IND686507AAA,0.0,1,2
IND686513AAA,0.0,1,2
IND686540AAA,5.1082213173373036e-06,2,1
IND686141AAA,0.0,1,0
IND688009AAA,4.378475414860546e-06,1,1
IND688524AAA,0.0,0,1
IND689650AAA,0.0,1,1
IND690548AAA,0.00041084694309441455,2,1
IND689503AAB,0.00040391435702088536,1,1
IND689645AAA,0.0,1,1
IND691551AAA,0.001220500021892377,2,1
IND690537AAA,0.0,0,1
IND691001AAB,0.006089729556168542,2,4
IND690573AAA,0.0,1,0
IND691506AAA,1.4230045098296773e-05,1,1
IND695012AAA,0.004077820103040122,5,2
IND691305AAA,0.0004163200373629902,1,2
IND691574AAA,9.851569683436227e-06,2,1
IND695614AAA,0.00041194156194812966,1,1
IND695101AAB,0.0004196038939241356,2,2
IND695012AAB,0.0,0,1
IND695541AAA,0.0012237838784535226,2,2
IND695582AAA,0.0,0,2
IND695609AAA,0.0008140315542128231,1,1
IND700026AAC,0.0008085584599442474,2,2
IND700065AAA,0.0,2,2
IND700053AAA,0.0036330399754805377,3,4
IND700136AAB,0.002008625596567275,1,1
IND700144AAA,0.0004053738488258389,1,1
IND743513AAA,0.0004053738488258389,1,1
IND700065AAB,0.0,0,1
IND712310AAA,0.0,2,0
IND700088AAA,0.0,1,1
IND700136AAG,0.0,0,1
IND743395AAA,0.0004031846111184086,1,1
IND711303AAA,0.0016302523461330766,1,1
IND721134AAB,0.001225243370258476,1,2
IND712103AAA,0.0,2,2
IND712124AAA,0.0,2,2
IND712310AAE,0.0032586803275099613,5,4
IND711409AAA,0.0,1,0
IND712410AAC,0.0016189412846446868,1,1
IND713103AAA,0.0,1,1
IND713145AAB,0.0012183107841849468,1,2
IND713205AAB,0.01442890085672169,7,11
IND721306AAA,0.00484113431703081,4,4
IND732103AAB,0.003276194229169403,4,3
IND742101AAC,0.010825050717340223,6,6
IND742102AAB,0.003996818307865201,5,5
IND743235AAA,0.0004053738488258389,1,1
IND826004AAA,0.009648335449596451,7,9
IND712406AAA,0.0016167520469372565,1,2
IND712602AAA,0.0008045448574806253,2,2
IND712612AAA,0.00040500897587460047,1,1
IND722154AAA,0.0004031846111184086,2,2
IND713128AAB,0.0012128376899163712,1,2
IND731204AAB,0.0,1,1
IND731301AAA,0.0012084592145015106,2,1
IND713130AAA,0.0008100179517492009,2,2
IND741123AAB,0.0,2,1
IND741126AAB,0.0012106484522089408,2,1
IND741101AAB,0.000406468467679554,1,1
IND741316AAA,0.0,1,0
IND713148AAA,0.0012150269276238015,1,1
IND713303AAA,0.0004053738488258389,1,1
IND722101AAA,0.0,1,1
IND722101AAB,0.0,1,1
IND722101AAC,0.0,2,0
IND722122AAA,0.0004031846111184086,2,1
IND722143AAB,0.0,1,1
IND722202AAA,0.0,1,2
IND723130AAA,0.004032940730037801,4,2
IND723133AAA,0.0004031846111184086,2,1
IND713364AAB,0.0004031846111184086,1,1
IND721102AAA,0.00240597224046587,1,1
IND721133AAA,0.0008103828247004393,1,1
IND721434AAB,0.000808193586993009,1,1
IND721139AAC,0.0008169505378227301,2,2
IND721602AAB,3.648729512383788e-07,2,1
IND721636AAB,0.0,1,1
IND721212AAA,0.0,0,1
IND721253AAC,0.0004053738488258389,2,2
IND721501AAC,0.0004031846111184086,1,2
IND721507AAA,0.0,1,0
IND721401AAA,0.0008060043492855788,1,1
IND722140AAA,0.000808193586993009,1,2
IND722151AAA,0.0008060043492855788,1,1
IND723101AAA,0.0028146299458528543,1,1
IND723202AAA,0.002812440708145424,1,1
IND723131AAA,0.0008103828247004393,1,1
IND731224AAA,0.0016171169198884948,1,1
IND742147AAA,0.0016149276821810646,1,1
